order_id,order_date,customer_id,customer_name,segment,region,city,category,sub_category,product_name,quantity,unit_price,discount,sales,profit,shipping_cost,ship_mode
ORD-20062,2023-04-30,CUST-00625,Karen Johnson,Corporate,South,Miami,Office Supplies,Tape & Glue,Tape & Glue - Model B464,1,21.17,0.3,14.82,4.63,51.36,Standard Class
ORD-20063,2024-11-20,CUST-00943,Robert Harris,Consumer,West,Seattle,Furniture,Sofas,Sofas - Model L109,1,966.23,0.2,772.98,124.89,13.61,Standard Class
ORD-20064,2023-01-14,CUST-01008,Linda Williams,Home Office,Central,Columbus,Technology,Smartphones,Smartphones - Model E887,3,934.92,0.2,2243.81,44.05,30.78,First Class
ORD-20065,2022-06-08,CUST-00964,Robert Miller,Corporate,East,Boston,Furniture,Coffee Tables,Coffee Tables - Model O772,7,249.64,0.1,1572.73,138.01,18.36,Same Day
ORD-20066,2023-02-06,CUST-00287,James Garcia,Home Office,East,Philadelphia,Furniture,Wardrobes,Wardrobes - Model M531,4,205.81,0.0,823.24,13.46,5.29,First Class
ORD-20067,2023-12-29,CUST-00065,Sandra Hernandez,Consumer,East,New York,Technology,Monitors,Monitors - Model Z798,5,766.44,0.0,3832.2,822.97,34.36,Second Class
ORD-20068,2024-08-11,CUST-01539,Steven Brown,Consumer,North,Minneapolis,Furniture,Wardrobes,Wardrobes - Model A885,2,331.42,0.0,662.84,-3.88,22.61,Second Class
ORD-20069,2024-06-02,CUST-01390,Ashley Thomas,Corporate,Central,Columbus,Furniture,Wardrobes,Wardrobes - Model C879,1,1176.44,0.3,823.51,-26.3,19.09,Same Day
ORD-20070,2022-12-08,CUST-01265,Ashley Thomas,Home Office,West,Seattle,Technology,Hard Drives,Hard Drives - Model H782,5,96.72,0.0,483.6,172.42,59.67,Same Day
ORD-20071,2023-08-07,CUST-00971,Michael Garcia,Consumer,Central,Oklahoma City,Office Supplies,Pens & Pencils,Pens & Pencils - Model U749,9,18.13,0.1,146.85,24.38,51.73,Second Class
ORD-20072,2022-05-08,CUST-00247,John Johnson,Corporate,South,Atlanta,Technology,Headphones,Headphones - Model C985,4,48.03,0.0,192.12,41.58,38.14,Standard Class
ORD-20073,2023-09-13,CUST-00835,Jennifer Thomas,Home Office,South,Atlanta,Office Supplies,Staplers,Staplers - Model Q537,4,45.01,0.0,180.04,48.19,30.31,Standard Class
ORD-20074,2022-01-10,CUST-00226,David Williams,Corporate,Central,Columbus,Furniture,Coffee Tables,Coffee Tables - Model F141,6,240.28,0.3,1009.18,-114.6,54.02,Standard Class
ORD-20075,2022-12-02,CUST-01353,Robert Rodriguez,Consumer,South,Atlanta,Office Supplies,Sticky Notes,Sticky Notes - Model F358,8,6.6,0.2,42.24,15.54,8.74,Same Day
ORD-20076,2023-03-12,CUST-00685,James Davis,Corporate,North,Chicago,Furniture,Standing Desks,Standing Desks - Model L860,1,416.26,0.1,374.63,5.97,45.25,First Class
ORD-20077,2022-12-08,CUST-01332,Anthony Lopez,Consumer,Central,Columbus,Furniture,Filing Cabinets,Filing Cabinets - Model D142,2,229.45,0.0,458.9,-1.99,45.33,Second Class
ORD-20078,2024-10-07,CUST-01444,Charles Martin,Home Office,South,Dallas,Furniture,Standing Desks,Standing Desks - Model Y306,9,389.86,0.2,2806.99,-124.86,30.03,Second Class
ORD-20079,2024-04-02,CUST-00262,Daniel Smith,Corporate,Central,St. Louis,Technology,Headphones,Headphones - Model W220,5,288.73,0.1,1299.29,411.06,28.56,Same Day
ORD-20080,2023-06-03,CUST-00989,Betty Lopez,Corporate,South,Atlanta,Furniture,Office Chairs,Office Chairs - Model B913,5,216.85,0.1,975.83,1.35,57.48,Second Class
ORD-20081,2023-09-24,CUST-01669,Barbara Johnson,Consumer,South,Dallas,Furniture,Bed Frames,Bed Frames - Model M675,9,595.05,0.0,5355.45,42.48,45.79,Same Day
ORD-20082,2024-02-13,CUST-01244,David Jones,Home Office,South,Dallas,Furniture,Filing Cabinets,Filing Cabinets - Model Z625,3,113.38,0.1,306.13,32.83,3.51,Same Day
ORD-20083,2022-05-17,CUST-01450,Mark Johnson,Corporate,North,Chicago,Office Supplies,Tape & Glue,Tape & Glue - Model F329,4,8.69,0.1,31.28,10.88,34.47,Standard Class
ORD-20084,2023-01-18,CUST-00488,Ashley Williams,Corporate,Central,Oklahoma City,Furniture,Office Chairs,Office Chairs - Model U354,5,547.73,0.1,2464.79,-13.18,48.07,Second Class
ORD-20085,2022-10-18,CUST-00238,Sarah Garcia,Corporate,East,Boston,Technology,Webcams,Webcams - Model R370,6,169.19,0.2,812.11,5.39,43.21,Second Class
ORD-20086,2022-08-14,CUST-01840,Richard Lee,Consumer,North,Milwaukee,Office Supplies,Staplers,Staplers - Model I280,1,26.23,0.0,26.23,11.5,15.5,First Class
ORD-20087,2022-09-01,CUST-01101,James Wilson,Home Office,East,Boston,Office Supplies,Folders,Folders - Model R311,7,8.19,0.2,45.86,16.26,39.16,Same Day
ORD-20088,2023-10-08,CUST-00665,Robert Taylor,Corporate,Central,Kansas City,Furniture,Filing Cabinets,Filing Cabinets - Model N477,7,228.68,0.1,1440.68,80.85,44.6,Second Class
ORD-20089,2022-12-29,CUST-00982,Joseph Williams,Corporate,West,San Francisco,Technology,Printers,Printers - Model X284,3,190.76,0.0,572.28,80.37,30.96,First Class
ORD-20090,2022-06-01,CUST-00636,Betty Taylor,Home Office,North,Minneapolis,Technology,Tablets,Tablets - Model H565,10,854.0,0.1,7686.0,401.4,7.11,Same Day
ORD-20091,2024-12-04,CUST-01484,David Davis,Consumer,South,Houston,Office Supplies,Paper Reams,Paper Reams - Model A881,1,38.52,0.0,38.52,10.87,4.18,Standard Class
ORD-20092,2024-04-05,CUST-00509,Joseph Wilson,Corporate,Central,Indianapolis,Technology,Keyboards,Keyboards - Model Z208,10,45.67,0.0,456.7,152.34,3.54,First Class
ORD-20093,2023-11-28,CUST-01449,Joseph Jackson,Home Office,Central,St. Louis,Technology,Monitors,Monitors - Model P258,10,240.5,0.4,1443.0,203.39,20.52,Second Class
ORD-20094,2022-08-02,CUST-01114,Susan Hernandez,Corporate,West,Denver,Office Supplies,Staplers,Staplers - Model J205,2,41.37,0.0,82.74,36.3,8.86,Same Day
ORD-20095,2024-02-05,CUST-00003,Jennifer Jackson,Consumer,Central,Columbus,Technology,Laptops,Laptops - Model V493,7,1108.02,0.1,6980.53,998.63,19.35,Standard Class
ORD-20096,2023-12-16,CUST-00348,Nancy Davis,Consumer,West,Denver,Technology,Monitors,Monitors - Model L186,5,216.13,0.1,972.59,52.92,22.02,Standard Class
ORD-20097,2023-05-20,CUST-00310,Matthew Harris,Consumer,East,Philadelphia,Technology,Headphones,Headphones - Model V803,10,279.33,0.1,2513.97,622.0,11.56,First Class
ORD-20098,2024-10-20,CUST-01675,Sarah Jackson,Consumer,South,Nashville,Furniture,Coffee Tables,Coffee Tables - Model Z828,5,537.7,0.4,1613.1,-29.67,56.17,Standard Class
ORD-20099,2024-12-26,CUST-00005,Mary Moore,Home Office,Central,St. Louis,Technology,Tablets,Tablets - Model P934,7,456.2,0.4,1916.04,212.35,47.78,Standard Class
ORD-20100,2022-09-04,CUST-01184,Jessica Davis,Corporate,Central,Kansas City,Furniture,Sofas,Sofas - Model K606,6,631.47,0.1,3409.94,-123.93,24.95,Same Day
ORD-20101,2024-03-16,CUST-01421,Sarah Taylor,Corporate,South,Miami,Furniture,Coffee Tables,Coffee Tables - Model R604,4,169.11,0.3,473.51,-25.32,31.33,Second Class
ORD-20102,2022-09-13,CUST-00172,Karen Jackson,Corporate,West,Denver,Office Supplies,Desk Organizers,Desk Organizers - Model A471,4,49.25,0.0,197.0,45.77,3.16,Same Day
ORD-20103,2024-02-05,CUST-01887,Nancy Johnson,Consumer,Central,Kansas City,Technology,Laptops,Laptops - Model R531,6,2340.45,0.1,12638.43,1571.0,11.22,Second Class
ORD-20104,2022-01-07,CUST-01696,Sandra Wilson,Corporate,East,New York,Technology,Laptops,Laptops - Model N480,2,2044.59,0.0,4089.18,821.06,4.5,Standard Class
ORD-20105,2024-08-23,CUST-00218,Margaret Brown,Corporate,North,Chicago,Office Supplies,Folders,Folders - Model C350,10,7.21,0.1,64.89,7.17,23.82,Standard Class
ORD-20106,2022-09-01,CUST-01166,Barbara Brown,Corporate,Central,Kansas City,Furniture,Bookshelves,Bookshelves - Model J581,8,324.93,0.1,2339.5,378.62,42.82,Same Day
ORD-20107,2022-10-24,CUST-00691,Karen Hernandez,Home Office,East,New York,Furniture,Office Chairs,Office Chairs - Model Y277,3,300.74,0.0,902.22,233.14,4.83,Second Class
ORD-20108,2024-05-01,CUST-00812,James Davis,Home Office,South,Atlanta,Furniture,Bed Frames,Bed Frames - Model F378,5,510.2,0.2,2040.8,200.56,,Standard Class
ORD-20109,2024-09-17,CUST-00774,Thomas Williams,Corporate,West,Portland,Technology,Monitors,Monitors - Model R719,1,410.26,0.0,410.26,84.32,49.88,Standard Class
ORD-20110,2023-09-27,CUST-01419,Elizabeth Williams,Corporate,North,Cleveland,Furniture,Bed Frames,Bed Frames - Model U534,7,353.57,0.3,1732.49,-246.55,48.79,Second Class
ORD-20111,2023-02-09,CUST-00223,Jessica Thomas,Consumer,West,Portland,Technology,Smartphones,Smartphones - Model D166,6,735.24,0.0,4411.44,691.05,12.28,Second Class
ORD-20112,2022-05-20,CUST-00023,Margaret Jackson,Corporate,East,Washington DC,Furniture,Filing Cabinets,Filing Cabinets - Model S145,1,219.99,0.1,197.99,-1.15,58.67,Same Day
ORD-20113,2023-12-02,CUST-00099,Karen Gonzalez,Consumer,Central,Oklahoma City,Furniture,Standing Desks,Standing Desks - Model Q299,1,1432.21,0.2,1145.77,129.57,57.65,First Class
ORD-20114,2023-12-25,CUST-00801,Betty Jones,Home Office,East,Baltimore,Office Supplies,Sticky Notes,Sticky Notes - Model D614,2,19.56,0.1,35.21,8.54,45.26,Second Class
ORD-20115,2023-11-01,CUST-01203,Elizabeth Miller,Corporate,North,Cleveland,Furniture,Bed Frames,Bed Frames - Model C740,1,531.13,0.2,424.9,-39.76,41.9,Standard Class
ORD-20116,2023-09-23,CUST-00475,Anthony Davis,Corporate,East,Washington DC,Technology,Tablets,Tablets - Model J468,3,815.06,0.1,2200.66,381.14,10.48,Same Day
ORD-20117,2024-04-02,CUST-01825,William Harris,Corporate,North,Cleveland,Office Supplies,Desk Organizers,Desk Organizers - Model P199,10,30.54,0.0,305.4,148.21,35.31,Standard Class
ORD-20118,2022-05-05,CUST-01570,Robert Thompson,Corporate,North,Cleveland,Furniture,Standing Desks,Standing Desks - Model C386,8,898.69,0.2,5751.62,-521.09,19.85,First Class
ORD-20119,2022-09-12,CUST-00183,Betty Rodriguez,Home Office,East,Baltimore,Technology,Tablets,Tablets - Model Y997,8,768.52,0.2,4918.53,1453.75,58.77,Same Day
ORD-20120,2024-12-21,CUST-01893,David Taylor,Corporate,East,Baltimore,Technology,Smartphones,Smartphones - Model N977,8,1466.02,0.0,11728.16,2302.37,19.34,Second Class
ORD-20121,2023-12-15,CUST-00752,Joseph Lee,Consumer,Central,Oklahoma City,Office Supplies,Folders,Folders - Model I998,6,33.56,0.0,201.36,78.28,31.84,Standard Class
ORD-20122,2024-01-20,CUST-01319,Anthony Hernandez,Home Office,North,Milwaukee,Technology,Monitors,Monitors - Model M262,9,604.83,0.0,5443.47,704.71,9.0,Same Day
ORD-20123,2024-07-28,CUST-00150,Lisa Rodriguez,Home Office,East,Baltimore,Technology,Headphones,Headphones - Model O211,2,440.85,0.1,793.53,142.11,39.62,Standard Class
ORD-20124,2024-12-06,CUST-01499,Daniel Martin,Home Office,West,Portland,Technology,Headphones,Headphones - Model T597,4,391.06,0.2,1251.39,106.61,21.09,Second Class
ORD-20125,2023-05-23,CUST-01519,David Jackson,Consumer,East,New York,Furniture,Standing Desks,Standing Desks - Model G427,1,634.05,0.1,570.64,132.38,11.29,Standard Class
ORD-20126,2023-11-20,CUST-01586,Robert Martinez,Corporate,North,Chicago,Furniture,Office Chairs,Office Chairs - Model G988,6,755.52,0.3,3173.18,452.17,15.16,Standard Class
ORD-20127,2023-03-31,CUST-01554,Karen Thompson,Consumer,West,Denver,Office Supplies,Desk Organizers,Desk Organizers - Model C405,3,32.54,0.0,97.62,19.49,18.61,Same Day
ORD-20128,2024-12-28,CUST-00860,John Moore,Consumer,South,Miami,Office Supplies,Binders,Binders - Model N450,5,28.44,0.0,142.2,62.67,8.27,First Class
ORD-20129,2022-09-06,CUST-00407,Barbara Garcia,Home Office,Central,Oklahoma City,Furniture,Wardrobes,Wardrobes - Model W684,9,681.63,0.1,5521.2,1313.81,27.9,Same Day
ORD-20130,2024-09-27,CUST-00021,Betty Lee,Consumer,West,Denver,Office Supplies,Folders,Folders - Model X860,10,10.96,0.1,98.64,21.04,59.22,First Class
ORD-20131,2023-03-01,CUST-00309,Linda Taylor,Consumer,North,Cleveland,Furniture,Bookshelves,Bookshelves - Model I633,6,239.82,0.0,1438.92,326.93,41.41,Standard Class
ORD-20132,2024-11-15,CUST-01932,Donald Lee,Consumer,East,Boston,Technology,Printers,Printers - Model G530,10,419.46,0.0,4194.6,384.54,45.51,Second Class
ORD-20133,2024-10-20,CUST-00774,Thomas Williams,Corporate,West,Portland,Technology,Webcams,Webcams - Model J414,4,76.15,0.0,304.6,60.46,23.74,Standard Class
ORD-20134,2022-06-23,CUST-01023,Joseph Anderson,Consumer,North,Detroit,Office Supplies,Scissors,Scissors - Model Y443,6,15.35,0.2,73.68,25.04,27.27,Standard Class
ORD-20135,2024-11-30,CUST-00361,Mary Gonzalez,Consumer,Central,Columbus,Furniture,Wardrobes,Wardrobes - Model V805,9,573.12,0.1,4642.27,417.65,24.75,Same Day
ORD-20136,2024-11-21,CUST-00581,Linda Jackson,Home Office,East,Philadelphia,Office Supplies,Folders,Folders - Model U116,2,33.14,0.0,66.28,28.64,8.92,Same Day
ORD-20137,2023-08-04,CUST-01017,Margaret Lee,Corporate,South,Nashville,Office Supplies,Folders,Folders - Model V396,2,32.82,0.3,45.95,8.1,48.93,Same Day
ORD-20138,2023-11-07,CUST-00457,Sarah Moore,Consumer,South,Atlanta,Furniture,Wardrobes,Wardrobes - Model O522,8,314.5,0.0,2516.0,182.95,48.24,Same Day
ORD-20139,2024-10-01,CUST-01925,Nancy Jones,Consumer,North,Cleveland,Furniture,Filing Cabinets,Filing Cabinets - Model N789,5,207.19,0.2,828.76,-35.15,54.45,Second Class
ORD-20140,2023-12-01,CUST-01844,Sarah Miller,Home Office,Central,Kansas City,Furniture,Office Chairs,Office Chairs - Model X714,3,110.87,0.2,266.09,38.39,32.58,First Class
ORD-20141,2022-06-11,CUST-00350,Barbara Jones,Corporate,East,New York,Office Supplies,Desk Organizers,Desk Organizers - Model B920,7,30.72,0.1,193.54,61.1,25.42,Same Day
ORD-20142,2022-09-05,CUST-01924,Susan Anderson,Home Office,West,Denver,Office Supplies,Desk Organizers,Desk Organizers - Model N336,3,78.53,0.2,188.47,69.07,32.48,Standard Class
ORD-20143,2023-07-23,CUST-01641,Daniel Martinez,Consumer,South,Dallas,Technology,Hard Drives,Hard Drives - Model I957,10,79.59,0.3,557.13,111.3,38.76,Second Class
ORD-20144,2023-05-31,CUST-00661,Charles White,Home Office,Central,Kansas City,Technology,Smartphones,Smartphones - Model A732,7,411.92,0.0,2883.44,810.96,36.82,Standard Class
ORD-20145,2022-01-19,CUST-00784,Jennifer Thompson,Consumer,West,Denver,Technology,Tablets,Tablets - Model J298,6,986.73,0.1,5328.34,568.59,54.18,Second Class
ORD-20146,2023-11-24,CUST-01598,Steven Wilson,Corporate,North,Detroit,Furniture,Sofas,Sofas - Model U693,5,1454.81,0.0,7274.05,2016.67,38.76,Standard Class
ORD-20147,2023-03-04,CUST-00941,James Lee,Consumer,South,Houston,Office Supplies,Pens & Pencils,Pens & Pencils - Model P964,5,4.46,0.1,20.07,8.29,8.29,First Class
ORD-20148,2022-11-30,CUST-01717,Ashley Thomas,Corporate,West,Los Angeles,Technology,Headphones,Headphones - Model C315,1,77.32,0.2,61.86,0.22,57.68,Same Day
